RevolvingUtilizationOfUnsecuredLines,Age,Late30to59Days,DebtRatio,MonthlyIncome,OpenCreditLinesAndLoans,Late90Days,RealEstateLoans,Late60to89Days,Dependents
0.01452,60,1,0.2384,1.25e+04,8,0,2,0,0
1,43,0,0.01871,480,1,0,0,0,0
0.05678,80,0,0.1837,7739,15,0,1,0,0
1,58,0,0.2356,4256,2,0,2,0,1
0.7502,62,0,0.5601,7216,16,0,2,0,2
0.7857,84,0,0.7458,3000,12,0,0,0,0
0.4752,59,0,0.7522,5597,11,0,2,0,0
0.02783,44,0,0.268,1.285e+04,15,0,4,0,2
0.2318,66,0,0.09703,8347,8,0,0,0,1
0.4224,36,1,0.2507,2416,3,0,0,0,0
0.01686,68,0,0.03264,3001,20,0,0,0,1
0.01787,63,0,3050,1,9,0,2,0,2
0.1121,69,0,0.0674,2833,3,0,1,0,0
0.8402,42,0,1420,0,7,0,0,0,4
0.06098,61,0,163,0,10,0,0,0,0
0,45,0,0.1534,2e+04,12,0,2,0,4
0.05097,55,0,0.1531,1.239e+04,15,0,3,0,3
0.832,32,1,0.6929,2200,5,1,1,0,2
0.1104,59,0,0.2168,5400,4,0,1,0,1
0.0133,59,0,0.1896,8000,11,0,1,0,0
0.1365,70,0,0.107,5150,7,1,0,0,0
0.003981,76,0,0.001148,4355,11,0,0,0,1
0.4043,47,0,0.4505,6736,6,0,2,0,2
0.05354,49,1,0.4433,6000,21,0,1,0,1
0.04806,72,0,0.1914,4232,11,0,1,0,1
0.03622,70,0,0.01899,2000,5,0,0,0,0
0.0162,47,1,0.4351,2525,8,0,1,0,0
0.06874,66,0,0.2322,1.067e+04,16,0,0,0,1
0.1889,65,1,0.3524,1.067e+04,21,0,3,0,0
0.09825,33,0,0.1371,1e+04,5,0,1,0,1
0.00663,49,0,0.4928,4025,23,0,2,0,1
0,40,0,1.117,5300,5,0,1,0,1
0.000932,71,0,0.224,2.275e+04,11,0,1,0,0
0.1012,36,0,0.2047,2402,4,0,0,0,0
0.03423,58,0,0.001809,1.05e+04,4,0,0,0,0
0.6918,47,0,0.4195,3000,4,0,1,0,2
0.002267,50,0,0.1125,1.58e+04,6,0,2,0,0
0.01575,60,0,0.2664,6400,9,0,0,0,0
1.439,46,1,0.1687,3900,7,1,0,0,0
0.6296,27,1,1.234,764,7,0,0,1,0
0.003091,73,0,0.2574,2400,11,0,0,0,0
1,49,1,0.4736,6800,4,0,2,1,2
0.02296,34,0,0.3382,3000,4,0,1,0,0
0.4476,54,0,0.2468,1.696e+04,6,0,2,0,4
0.1957,61,0,0.6475,3000,10,0,1,0,0
0.233,74,0,0.4299,2900,2,0,1,0,0
0.4824,46,0,0.4717,1.047e+04,12,0,2,0,1
0.002222,66,0,0.387,2500,9,0,1,0,0
0,41,0,0.2104,1900,8,0,0,0,1
0.4027,32,0,0.8878,2743,11,0,1,0,2
0.6065,32,0,0.3759,7250,10,0,2,0,2
0.01833,54,1,0.000476,2100,3,0,0,0,0
0.04055,37,0,1.073,2500,23,0,2,0,3
0.02854,65,0,0.3506,2900,17,0,1,0,0
0.3026,49,0,0.7361,8333,7,0,2,0,0
0.1786,31,0,0.2446,3000,6,0,0,0,1
0.002028,68,0,0.1681,1.074e+04,12,0,2,0,0
0.2884,68,0,0.5302,8800,19,0,3,0,0
0.01514,67,0,0.005749,4000,5,0,0,0,0
0.01193,48,0,0.2254,9458,14,0,1,0,1
0.1804,44,0,0.1219,7200,10,0,0,0,2
1,30,0,0,4000,0,1,0,0,5
0.5405,36,0,0.584,9833,14,0,3,0,1
0.5917,46,0,0.5929,1.084e+04,16,0,2,0,0
0.6943,39,0,0.2036,1.033e+04,9,1,0,0,2
0.03499,62,0,0.2526,4200,4,0,1,0,1
0.7316,67,1,0.8113,5091,25,0,2,0,1
0.1694,70,0,0.3101,6300,15,0,1,0,1
0.3079,39,0,0.122,9400,2,0,1,0,0
0.02469,53,0,0.06831,1580,3,0,0,0,0
0.2251,39,1,0.498,9192,18,0,2,0,1
0,73,0,0.2424,5392,11,0,1,0,0
0.0007618,36,0,0.7118,3000,9,0,2,0,2
0,40,0,0.1713,3700,5,0,0,0,0
0.3103,51,0,1.048,2025,8,0,1,0,0
0.1635,77,0,0.9872,1250,4,0,1,0,0
0.01746,71,0,0.1464,3940,7,0,0,0,0
0.1939,50,0,0.2956,1.74e+04,10,0,2,0,0
0.1732,50,0,0.02521,7.5e+04,20,0,1,0,2
0.0888,40,1,0.84,3750,13,0,1,0,1
0.04039,36,0,0.193,6200,4,0,1,0,0
0.2211,26,0,0.012,3000,2,0,0,0,0
0.3279,60,0,0.4576,1970,5,0,1,0,1
0.7533,54,0,0.4951,8333,6,0,3,0,0
0.9194,38,0,0.3191,4869,7,0,0,0,0
0.2689,42,0,0.4327,5000,8,0,1,0,2
0.05615,56,0,0.8247,9138,11,0,3,0,3
0.1537,50,0,0.2512,6250,11,0,1,0,0
0.3147,51,0,0.4798,1.545e+04,19,0,2,0,2
0.3734,28,0,0.2032,4000,7,0,0,0,0
0.0391,48,0,0.2663,8000,8,0,2,0,0
0.1094,50,0,0.493,1.8e+04,25,0,3,0,3
0.8184,25,0,0.04435,450,3,0,0,0,0
0.8165,33,0,0.3421,5570,7,0,0,0,1
0.0103,73,0,0.1471,7833,18,0,2,1,0
0.02881,69,0,0.004128,1.042e+04,6,0,0,0,0
0.5384,63,0,0.9267,3000,14,0,1,0,0
0.121,52,0,0.2694,6770,8,0,2,0,2
0.01088,61,1,0.4028,6784,17,0,2,0,0
0.01821,41,0,0.1252,1.64e+04,8,0,2,0,4
1.012,39,0,0.1002,7784,3,2,0,0,3
0,39,0,0.3611,9583,7,0,2,0,0
0.103,35,0,0.3957,2400,7,0,1,0,0
0.7163,40,0,0.5679,6800,14,0,1,0,2
0.6657,45,0,0.5105,5000,10,0,1,1,1
0.8036,50,0,0.5894,4120,10,0,0,0,2
0.2083,62,0,0.3508,6331,13,0,1,0,0
0.2315,58,0,0.7202,1250,15,0,1,0,0
0.04121,57,2,1.236,893,23,0,1,0,0
0.0008333,93,0,0,2500,10,0,0,0,0
0.07619,63,0,0.1713,1.785e+04,11,0,1,0,1
0.1359,42,0,0.2968,7300,11,0,1,0,2
0.1412,50,2,0.1192,9438,10,0,0,0,1
0.008598,35,0,0.08598,1.057e+04,4,0,0,0,0
0.003926,75,0,0.3238,5845,7,0,1,0,0
0.3527,59,0,0.9585,4000,13,0,2,0,0
0.3483,60,0,0.3139,1.233e+04,12,0,2,0,1
0.1096,53,0,0.1905,4056,15,0,0,0,2
0.1794,42,0,0.6892,2560,7,0,1,0,3
0.0256,62,0,0.2009,4300,8,0,0,0,0
0.4468,40,2,1.02,2500,7,0,1,0,0
0.1108,41,0,0.241,9962,5,0,1,0,4
0.2617,44,0,4348,0,12,0,2,0,2
0,33,0,0.3012,5833,5,0,2,0,0
0.01254,52,0,0.2528,1.179e+04,11,0,3,0,2
0.07377,34,0,0.2732,6602,12,0,2,0,2
0.4014,46,0,0.1432,7500,4,0,0,0,0
0.5125,30,0,0.01772,5700,5,0,0,0,0
0.004909,74,0,0.2611,5330,4,0,1,0,0
0.02476,66,0,0.007663,2348,4,0,0,0,0
0.2966,65,0,0.1716,1.458e+04,9,0,2,0,0
0.1844,62,0,1.236,1482,14,0,1,0,0
0.0008888,56,0,0.2735,9000,5,0,2,0,0
0.05215,54,0,0.4211,3333,6,0,1,0,1
1,38,0,0.01817,2200,2,1,0,0,2
0.8415,52,1,0.5484,1.17e+04,10,0,2,0,1
0.0004407,37,1,0.4031,1.083e+04,8,0,1,0,1
0.6557,31,0,0.4823,2400,11,0,2,1,2
0,33,0,0.1353,1.03e+04,6,0,2,0,1
0.1213,53,1,0.2654,7532,16,0,1,0,1
0.7141,55,0,0.188,1e+04,11,0,0,0,2
0.2713,43,0,0.4428,3705,5,0,1,0,2
0.188,50,0,0.03391,5.7e+04,9,0,2,0,3
0.03532,49,0,0.4275,4315,8,0,1,0,0
0.5637,55,1,0.2113,1.825e+04,13,0,2,0,2
8.05e-05,51,0,0.2237,3499,10,0,1,0,0
0.2114,52,1,0.8575,2981,12,0,2,0,2
0.1081,64,0,0.5554,1.7e+04,10,0,3,0,0
1,47,0,0.242,3916,4,0,2,0,0
0.4487,42,0,0.3971,3333,7,0,1,0,0
0.0805,58,0,0.2877,5695,11,0,1,0,2
0.968,54,0,0.3285,7800,7,0,2,0,0
0.02784,77,0,0.006299,3333,6,0,0,0,1
0.02841,71,0,0.05666,1.05e+04,8,0,0,0,0
0.9813,38,0,0.5363,5666,7,0,2,0,0
0.01322,35,0,0.0017,1e+04,6,0,0,0,0
0.02246,55,0,0.3774,4000,6,0,1,0,0
0.9929,41,0,0.3781,6333,5,0,2,0,0
0.1403,50,0,0.3685,1.017e+04,16,0,1,0,2
0.01776,53,0,0.1428,4580,7,0,1,0,0
1.022,22,0,0.1096,3000,2,0,0,0,0
0.3408,69,0,0.2889,1.615e+04,15,0,1,0,0
0.008901,46,0,0.3958,1e+04,23,0,3,0,0
0.07082,30,0,0.4926,4812,7,0,2,0,2
0.001695,43,0,0.06197,7083,4,0,0,0,0
0.5352,49,0,0.3658,9300,10,0,1,0,3
0.97,38,2,0.5776,3474,5,0,1,0,3
0.05904,97,0,0.003333,6000,3,0,0,0,1
0.4653,52,0,0.4775,6830,13,0,2,0,1
0.3423,60,0,0.3351,1.21e+04,10,0,2,0,0
0.01497,76,0,0.2679,9500,6,0,1,0,0
0.6411,41,0,0.7694,7241,12,0,1,0,5
0.09178,52,1,0.4404,7458,6,0,3,0,1
0.5431,58,0,0.3614,7882,11,0,2,0,0
0,27,0,0,800,1,0,0,0,0
0.08296,42,0,0.2424,9500,11,0,1,0,0
0.4186,49,0,0.1881,4948,7,0,1,0,2
0.06309,46,0,0.4165,8333,17,0,2,0,2
0.006259,65,0,0.6487,4496,8,0,2,0,0
0.09552,64,0,0.005941,1.195e+04,2,0,0,0,1
0.4778,27,0,0.3325,2820,3,0,0,0,0
0.3705,27,0,0.1516,2750,3,0,0,0,0
0.05154,34,0,0.4517,5075,13,0,2,0,0
0.1558,39,0,0.4289,4382,10,0,1,0,2
0.7405,66,0,0.001196,9200,1,0,0,1,0
0.3658,43,0,0.4812,9000,6,0,2,0,1
0.002125,67,0,0.2773,4070,12,0,1,0,0
0.8893,51,1,0.9368,3830,12,0,0,0,0
1.144,55,2,0.3356,1602,4,6,0,0,0
0.5483,31,0,0.3273,5000,5,0,1,0,2
0.0188,64,0,0.3158,4774,5,0,1,0,0
0.3452,63,0,0.4752,4416,19,0,2,0,0
1,32,0,0.294,4435,3,0,1,0,2
0.4581,46,0,0.4062,5900,11,0,1,0,2
0.05466,63,0,0.02621,7.195e+04,8,0,2,0,0
0.2879,45,2,0.06809,5800,8,0,0,0,0
0.04787,31,0,0.4799,6200,6,0,1,0,0
0.4339,45,0,0.379,4500,8,0,2,3,1
0.1607,39,1,0.3294,6000,16,0,1,0,2
0.4974,52,0,0.3734,7000,8,0,2,0,2
0.155,42,1,0.2781,5550,12,1,2,1,2
0.1966,56,0,0.167,1.276e+04,6,0,0,0,3
0.3969,48,0,0.2584,8500,18,0,1,0,0
0.7774,37,0,0.09295,2000,4,0,0,0,0
0.3785,57,1,0.5592,7286,12,0,1,0,2
0.1308,51,0,0.3443,8591,11,0,3,0,0
0,57,0,0.1099,1600,3,0,0,0,0
0.03381,48,0,2663,0,13,0,2,0,2
0.4732,61,0,0.5323,4900,9,0,2,0,1
0.03491,79,0,0.0066,6666,10,0,0,0,1
0.4992,37,0,0.3045,9166,4,0,1,0,0
0.3678,64,0,0.4834,5533,8,0,1,0,0
0.1018,68,1,0.3307,4166,14,0,2,0,0
0.006608,44,0,0.2433,6250,13,0,1,0,2
1.008,38,2,0.06969,3500,6,0,0,0,0
1,82,0,0,2283,3,0,0,0,0
0.392,64,1,0.5379,4388,11,0,2,0,0
0.004142,84,1,0.6492,2000,9,0,1,0,0
0.6304,66,0,0.3838,5166,6,0,1,0,0
0.09848,65,0,2.357,397,9,0,2,0,0
0.05478,73,0,0.03149,6000,5,0,0,0,2
0.05087,66,0,0.00653,9647,6,0,0,0,0
0.4705,41,0,0.9129,1e+04,11,0,2,0,3
0.02629,68,0,0.08646,8650,5,0,1,0,1
0.002885,43,0,0.6745,5600,7,0,1,0,0
1,34,0,0.01861,4083,0,0,0,0,0
0.1133,62,0,0.03045,6600,8,0,0,0,0
1.016,50,1,0.2688,4400,9,0,0,0,1
0.1852,60,1,0.4098,1.097e+04,17,0,1,0,1
0.5268,33,0,0.6845,3200,9,0,1,0,0
0.7039,51,0,0.176,4146,2,0,0,0,0
0.3818,68,2,0.6614,4804,11,0,2,0,0
0.03579,89,0,39,0,6,0,0,0,0
0.4073,38,0,0.4774,5374,10,0,2,1,0
0.03714,58,0,0.2992,1.021e+04,11,0,4,0,1
0.11,81,0,0.8794,5000,10,0,2,0,0
0.04769,51,0,0.3999,3500,7,0,1,0,1
0.02474,72,0,0.4623,1100,3,0,0,0,0
0.07812,51,0,0.02453,2200,14,0,0,0,1
0.01673,77,0,0.008844,5200,9,0,0,0,0
0.1489,36,0,0.6037,8833,15,0,3,0,1
0.832,48,1,0.8429,6000,8,0,2,0,2
0.174,31,0,0.4162,8750,16,0,1,0,2
0.2441,55,0,0.2073,7583,22,0,2,0,0
0.08593,62,0,0.3593,1.2e+04,12,0,2,1,0
0.4804,41,0,0.2482,9750,11,0,2,0,4
1.081,35,3,0.7719,1700,6,3,0,0,1
0.04567,56,0,0.261,9000,7,0,1,0,3
0.1217,63,0,0.3336,1.18e+04,8,0,1,0,0
0.06571,71,1,0.2386,2501,25,0,1,0,0
0.358,48,0,0.1785,5018,7,0,0,0,2
0.07813,78,0,0.0114,8333,6,0,0,0,0
0.8283,30,0,0.06637,8000,4,0,0,0,0
1,60,0,0.1288,2997,1,0,0,0,1
0.003266,61,0,0.04499,1666,3,0,0,0,1
0.001079,49,0,0.3561,4700,11,0,1,0,2
1.122,42,1,0.7163,1800,6,7,0,0,0
0.522,64,1,0.3436,4001,4,0,1,0,0
1,30,0,0.157,2420,1,1,0,0,0
0.06032,64,0,0.4548,3900,9,0,1,0,1
0.4926,59,0,0.2737,1.583e+04,13,0,1,0,2
0.004466,62,0,0.2166,1.233e+04,11,0,2,0,1
0.3222,54,0,0.4096,3026,12,0,1,0,0
0.3258,39,0,0.0271,4833,6,0,0,0,10
0,42,0,0.2191,1.182e+04,5,0,1,0,1
0.1077,26,0,0.2683,40,2,0,0,0,0
0,42,0,0.8549,2500,5,0,2,0,0
1,37,0,0.6836,1200,8,0,1,0,1
0.9799,57,0,0.5457,3065,5,0,1,0,0
1,37,0,0.032,2374,0,0,0,0,2
0.5904,46,0,0.6746,6100,8,0,1,0,1
0.491,46,1,1.432,3666,12,0,3,0,1
0.0279,44,1,0.3239,8100,13,0,1,0,2
0.3181,63,1,0.4384,6000,4,0,1,0,1
0.5886,40,1,0.824,2215,7,0,1,0,0
0,43,0,0.07266,1.667e+04,5,0,1,0,0
0.2356,62,0,0.1597,6250,22,0,0,0,0
0.0771,53,0,0.2782,3083,6,0,1,0,0
0.233,36,0,0.3281,6037,8,0,1,0,3
0.008744,89,0,0.1912,5000,7,0,1,0,0
1.43,35,2,0.5468,1.111e+04,10,0,2,0,2
0.05406,57,0,0.2491,1.141e+04,13,0,2,0,1
0.1599,32,0,0.09949,3125,6,0,0,0,0
0.1014,41,0,0.3152,3210,8,0,1,0,2
0.002428,61,0,0.4444,1.158e+04,12,0,3,0,2
0.3417,33,0,0.7173,5050,14,0,5,0,1
0.1921,77,0,0.017,5000,6,0,0,0,1
0.432,51,0,0.1266,4500,8,0,0,0,1
0.8659,50,6,0.7722,1.096e+04,8,3,1,2,4
0.1365,49,0,0.5515,2416,10,0,2,0,0
0.8971,24,0,0.5544,1303,6,0,0,0,0
0.1059,56,4,0.1291,8333,6,1,0,1,0
1,54,0,0.01233,2756,1,0,0,1,0
0.1051,73,0,0.3075,3622,12,0,2,0,0
0.3955,44,0,0.004029,8686,2,3,0,0,1
1,28,1,0.1664,2300,1,0,0,0,0
1,25,0,0.2414,4000,1,0,0,0,0
0.06588,46,0,0.1666,4182,6,0,0,0,2
0.4159,28,0,0.5771,3967,11,0,2,0,3
0.00196,27,0,0.0005593,1787,3,0,0,0,0
0.262,57,1,0.3854,1.042e+04,16,0,1,0,2
0.05774,39,1,0.1652,4000,11,0,0,0,1
0.1046,63,0,0.2259,5080,6,0,1,0,0
0.3415,38,0,0.2172,1.607e+04,19,0,2,0,1
0.7831,30,0,0.7184,2900,11,0,1,0,0
0.2094,32,0,0.4503,4994,4,0,1,0,0
0.01854,64,0,0.002203,1.316e+04,5,0,0,0,1
0.5229,45,0,0.2577,9533,7,0,2,0,0
0.974,62,1,0.139,7293,5,0,0,0,0
0.6224,54,0,0.4832,3000,8,0,1,0,1
0.09318,55,0,0.00419,1.05e+04,12,0,0,0,0
0.1264,72,0,0.1424,6500,6,0,0,0,1
0.1465,48,0,0.2325,4846,12,0,2,1,2
0.01319,82,0,0.2113,7000,13,0,1,0,0
1,38,0,0.05645,2674,0,0,0,0,1
1,51,0,0.04457,3230,3,0,0,0,0
0.4146,57,0,0.6995,1.785e+04,10,0,5,0,0
0.07739,33,1,0.9775,2666,20,0,1,0,1
0.8493,23,0,0.07799,8500,12,0,0,0,0
0.1843,51,0,0.2713,8000,9,0,1,0,0
1,32,0,0.318,3115,2,0,1,0,0
0.3904,48,0,0.2436,5899,27,0,0,0,1
0.02647,69,0,0.01152,4166,4,0,0,0,0
0.08503,42,0,0.3654,8240,12,0,1,0,2
0.319,66,0,0.4848,1.02e+04,16,0,1,0,2
0.4532,51,0,0.7419,5000,16,0,3,0,0
0.1761,63,1,0.5405,3553,12,0,2,0,0
0,36,0,0.2923,8000,7,0,2,0,2
0.5229,53,0,0.2051,4333,10,0,0,0,0
0.8776,35,2,1203,0,22,0,0,0,0
0.2632,54,0,0.4674,1.074e+04,21,0,2,0,1
0.08097,44,0,0.5268,4266,11,0,1,0,0
0.5474,32,0,0.1526,6566,5,0,0,0,1
0.02202,43,0,2.499,900,10,0,2,0,2
0.8484,57,0,0.557,1.007e+04,11,0,2,0,2
0.7692,59,0,8.964,7433,8,0,2,0,1
0.2858,46,0,0.5285,1473,10,0,1,0,2
0.1853,67,1,0.1896,1.338e+04,19,0,2,0,0
0,27,0,0.1482,3750,9,0,0,0,0
0.404,59,0,0.3603,4920,7,0,1,0,0
0.1772,56,1,0.2257,1.07e+04,7,0,1,0,0
1,25,0,0.01052,950,2,0,0,0,0
0.06221,59,0,0.03663,1.34e+04,5,0,0,0,3
0.2982,35,0,0.09895,1.25e+04,10,0,0,0,0
0.8267,39,0,0.7169,4330,12,0,1,0,1
0.7504,43,1,1.438,2000,10,0,2,0,1
0.9226,30,1,2.241,850,7,0,1,0,0
0.02003,63,0,0.3018,2000,9,0,1,0,0
1.603,31,1,0.2625,3100,4,1,0,1,0
0.4024,43,1,0.7269,2200,6,0,1,0,2
0.7403,73,1,0.7132,3967,18,0,3,0,0
0.09339,36,0,0.3239,5791,10,0,1,0,0
0.03102,46,0,0.1756,7310,5,0,1,1,0
0.03423,48,1,0.1139,8083,10,0,0,0,2
0.3109,71,0,0.7423,1850,8,0,0,0,0
0,63,0,0.0005713,3500,13,0,0,0,0
0.004864,60,0,0.5193,4420,19,0,1,0,1
0,24,0,0,1100,1,0,0,0,0
0.1242,75,0,0.1115,1.333e+04,7,0,1,0,0
0.00495,47,0,0.2755,3291,8,0,0,0,0
0.03748,51,0,0.3048,7200,9,0,1,0,3
0.405,38,0,0.119,4780,7,0,0,0,0
0.03709,55,0,0.3886,1.429e+04,12,0,3,0,2
0.011,47,0,0.287,7500,8,0,1,0,3
0.4518,27,0,1.563,2677,14,0,3,0,1
0.1027,48,0,0.3336,8750,6,0,2,0,2
0.05128,55,0,0.4585,8174,6,0,1,0,1
0.01243,61,0,0.04313,2781,3,0,0,0,0
0.6163,68,0,0.03851,2440,1,0,0,0,0
0.09458,32,0,0.6433,5000,9,0,1,0,1
0.6098,48,0,1.455,1895,10,0,1,0,0
0.5473,36,0,0.5634,2200,8,0,0,0,1
0,60,0,0.1693,1.167e+04,6,0,1,0,0
0,43,0,0.822,1.375e+04,7,0,2,0,1
0.6615,58,0,0.6606,3900,9,0,2,0,1
0.08932,62,0,0.2886,3010,5,0,2,0,0
0.08913,85,0,0.2162,9000,19,0,1,0,0
0.8235,59,0,0.692,8258,17,0,3,0,0
0.5762,53,0,0.5056,7200,7,0,2,0,0
0.5536,33,0,0.3576,4457,10,0,1,0,0
0.113,56,0,0.9645,8300,10,0,2,0,0
0.1347,46,0,0.07877,1.167e+04,8,0,0,0,3
1.076,47,0,0.05448,5083,9,0,0,0,2
0.008,38,0,0.1884,5350,8,0,1,0,0
0.02291,87,0,0.00104,2883,2,0,0,0,0
0.05481,67,0,0.2679,1.075e+04,18,0,2,0,1
0.7159,45,0,0.621,9500,14,0,2,0,0
0.2136,30,0,0.1397,1.2e+04,6,0,1,0,0
0.04024,48,0,0.8033,2780,16,0,2,0,3
0.2801,56,0,0.5334,1.17e+04,8,0,2,0,3
0.2662,36,0,0.2349,3333,5,0,0,0,0
0.024,56,0,0.331,5365,3,0,2,0,4
0.01426,72,0,0.2586,7900,13,0,2,0,1
0.08429,62,0,0.03232,3960,5,0,0,0,0
0.2693,55,0,0.07541,7916,6,0,0,0,0
0.7973,48,0,0.5843,3968,12,2,1,1,1
0.5034,34,1,0.217,7201,7,0,1,0,3
0.5914,32,0,0.3029,1.333e+04,13,0,3,0,0
0.07024,33,0,0.542,8950,13,0,2,0,1
0.009188,56,0,0.1259,5100,11,0,1,0,0
0.2185,65,0,0.111,1.775e+04,12,0,1,0,0
0.153,35,0,0.3822,5650,11,0,1,2,1
1.227,26,1,0.1058,4109,5,1,0,0,2
0.0278,67,0,0.1309,5253,7,0,1,0,0
0.01501,72,0,0.07904,4250,18,0,1,0,1
0,23,0,0,864,2,0,0,0,0
0.7572,35,1,0.2053,2.5e+04,7,0,2,0,0
0.9845,36,1,0.2452,7916,8,0,0,0,0
0.4812,62,0,0.3244,5251,10,0,1,0,1
1,30,1,0.1094,5400,4,3,0,2,0
0.2004,57,1,0.2896,6000,15,0,2,0,0
0.05698,57,0,0.004914,1.75e+04,5,0,0,0,2
0.5825,77,0,0.4026,1e+04,13,0,2,1,1
0,74,0,0,2534,2,0,0,0,0
0.1972,40,2,0.111,3800,7,1,0,2,1
1,78,2,0.2188,1800,1,0,0,0,0
0.2344,56,0,0.3075,8500,20,0,2,0,0
0.3244,66,1,0.4749,7333,10,0,1,0,1
0.3357,49,0,0.1996,5630,8,0,0,0,2
0.8051,48,2,5.168,500,6,0,2,0,2
0.1466,43,0,0.3234,4903,4,0,2,0,2
1,60,0,1.11,4500,14,0,1,0,0
0.9032,65,1,0.3713,5458,10,0,1,0,0
0.07094,36,0,0.6171,5000,5,0,3,0,0
0.9351,46,1,1585,1,12,0,1,0,1
0.05091,72,0,0.2462,1656,4,0,0,0,0
0.1458,67,0,0.124,9820,3,0,1,0,1
0.2117,57,0,0.08772,4388,4,0,0,0,0
0.09384,65,0,0.4886,3953,19,0,1,0,0
1.164,26,2,0.1592,1500,3,0,0,0,0
0.03304,45,0,1.215,1000,14,0,1,0,2
0.9253,68,1,0.4452,2227,12,0,0,0,0
0.3191,72,0,0.03736,1.012e+04,4,0,0,0,0
0.3618,63,0,0.4001,9166,6,0,2,0,1
0.02661,78,0,0.1545,5539,10,0,0,0,1
0.03871,57,0,0.2284,5800,10,0,2,0,0
0.0833,74,0,0.2121,6666,5,0,2,0,0
0.3102,56,0,0.542,1676,15,0,0,0,0
0.1576,54,0,0.0969,3188,6,0,0,0,0
1,51,0,0.2572,5190,6,0,1,0,1
0.001033,61,0,0,6878,2,0,0,0,3
1.009,22,1,0.1917,1700,3,0,0,0,0
1.211,39,2,1.459,4750,10,0,5,0,0
0.2073,45,0,0.4585,7600,6,0,3,0,1
0,63,1,0.4095,1.527e+04,19,1,3,1,0
0.6621,30,0,0.1009,1942,2,0,0,0,0
0.06256,57,0,0.6467,2.231e+04,17,0,7,0,1
0.1539,60,0,0.2366,9648,11,0,4,0,0
0.3907,55,0,0.2959,4200,4,0,1,0,1
0.3291,63,0,0.3175,1.375e+04,13,0,3,0,1
0,52,0,0.3195,1.032e+04,12,0,4,0,3
0.0297,32,0,0.173,2e+04,6,0,2,0,0
0.08945,46,0,0.003618,6632,1,0,0,0,3
0.2988,40,0,0.4249,8333,9,0,1,0,1
0.982,33,1,0.2422,3500,5,1,0,0,0
0.2175,46,0,0.7144,6700,7,0,1,0,0
0.306,63,1,0.4315,1.327e+04,17,0,4,0,3
0.04595,26,0,0.08886,3510,9,0,0,0,0
0.4101,32,0,0.6167,5000,15,0,1,0,0
0.7014,64,0,0.1234,5.38e+04,14,0,6,0,0
0.1488,27,0,0.08892,820,4,0,0,0,0
0.05653,55,0,0.07556,9634,8,0,0,0,2
0.9211,54,0,0.1759,3900,7,0,0,0,0
0.1098,79,0,0.1953,5416,7,0,1,0,0
0,47,0,0.1464,2.5e+04,6,0,1,0,1
0.2874,57,0,0.1682,6070,4,0,0,0,0
0.2812,59,0,0.3235,6819,8,0,1,0,1
0.7203,48,0,1.31,3000,13,0,2,0,0
0.05663,43,0,0.3266,9600,12,2,2,0,0
0.3639,64,0,0.3321,1360,6,0,0,0,0
5.86e-05,52,0,0.2485,3500,9,0,1,0,1
0.01383,52,0,0.3631,6300,11,0,1,0,0
1,39,1,1,0,0,0,0,0,0
0.03861,51,0,0.2299,3300,15,0,1,0,1
0.3406,49,0,0.4429,6000,18,0,1,0,2
0.1471,46,0,0.4011,7333,14,0,2,0,2
0.9043,44,0,0.5747,5952,15,0,1,0,4
0.1795,41,0,0.3804,5833,9,0,1,0,3
0.01196,54,0,0.01145,6725,10,0,0,0,1
0.01705,85,0,18,1,4,0,0,0,0
0.3926,57,0,0.4527,1.692e+04,18,0,3,0,1
0.8654,34,0,0.6095,5000,6,0,2,0,2
0.2901,33,0,0.7394,6750,5,0,2,0,1
0.06441,63,0,0.2419,7950,9,0,1,0,1
0.4758,37,0,0.5837,4700,10,0,1,0,3
0.01513,32,0,0.3391,6000,9,0,1,0,0
0.1877,60,0,0.1686,1.71e+04,12,0,2,0,2
0.4658,28,0,0.8261,2000,4,0,1,0,1
0.07538,64,0,0.7604,3200,11,0,2,0,0
1,28,0,0.007691,6500,3,0,0,0,0
0.3278,45,0,0.2725,8424,6,0,1,0,2
0.0112,63,0,0.04937,7939,6,0,0,0,0
0.2687,31,0,0.1117,6250,4,0,0,0,0
0.237,31,0,0.8843,3500,12,0,2,0,1
0.9332,60,3,0.1437,4166,5,0,0,0,2
0.3595,50,0,0.3137,6496,15,0,2,0,0
0.1539,64,2,0.8081,3470,8,0,2,0,0
1,41,0,2.943,3333,3,0,1,0,0
0,36,0,0.2431,4100,7,0,1,0,0
1,60,0,0.2753,2255,3,3,0,0,0
0.5141,63,0,0.2015,5950,5,0,2,0,0
0.03032,33,0,0.002799,2500,5,0,0,0,0
0.07767,74,0,0.3731,7665,15,0,1,0,0
0.05587,47,0,0.3076,1.052e+04,5,0,2,0,2
0,43,0,0.4943,1.3e+04,12,0,2,0,3
0.9869,57,0,0.3389,4800,4,0,1,0,2
0.5509,41,0,0.4856,1e+04,11,0,4,0,0
0.007266,72,0,0.1804,1501,7,0,0,0,0
0.0343,60,0,0.1276,3000,5,0,0,0,0
0.1383,44,0,0.3058,3783,2,0,1,0,3
0.01328,65,2,3.732,1667,32,0,3,0,0
0.06269,50,0,3530,0,4,0,1,0,0
1.001,49,0,0.2919,6025,9,1,2,1,0
1,62,1,0.6876,4800,5,2,2,1,2
